Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2012-12-31,,,,,148373990,147353510,147353510,147353510,148373990,147353510,147353510,1916986830,295432060,295432060,,379291410,,,,,,,,,,,83859350,-85916090,-230917420,,,,,,147353510,,,,,,,,,6.70641,0.68777,6.66029,,,379291410,,1575316820,637102070,,,2212418890,,,1916986830,,,,,,,,,,,,,,,,,45243430,6031040,,,17317770,-12161190,,-132840140,,1020470,147353510,,147353510,,,,1916986830,12161190,,,1020470,,,,,,,,,,,,836630,836630,,,,183840,1020470,,,,,,,,,,,4296080185
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2013-12-31,,,,,101593800,100768120,100768120,100768120,101593800,100768120,100768120,1716814540,290209890,290209890,,361818960,,,,,,,,,,,71609070,-89321820,-260225170,,,,,,100768120,,,,,,,,,5.06191,0.81272,5.02077,,,361818960,,1380641050,626383380,,,2007024430,,,1716814540,,,,,,,,,,,,,,,,,45656030,4408410,,,15923750,-9827800,,-161075550,,825670,100768120,,100768120,,,,1716814540,9828000,,,825670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2014-12-31,,,,,50250570,49188180,49188180,49188180,50250570,49188180,49188180,1624861200,260496220,260496220,,347467900,,,,,,,,,,,86971680,-92239640,-297217330,,,,,,49188180,,,,,,,,,2.66531,2.11418,2.60896,,,347467900,,1261990200,623367230,,,1885357420,,,1624861200,,,,,,,,,,,,,,,,,47634340,6584620,,,8318520,-17307000,,-187670690,,1062390,49188180,,49188180,,,,1624861200,17307000,,,1062390,,,,,,,,,,,,878160,878160,,,,184230,1062400,,,,,,,,,,,4296080185
2015-12-31,,,,,55493760,50628020,50628020,50628020,55493760,50628020,50628020,1513983030,231407380,231407380,,329175850,,,,,,,,,,,97768470,-96350300,-273682090,,,,,,50628020,,,,,,,,,3.17945,8.76808,2.90067,,,329175850,,1145123790,600266620,,,1745390410,,,1513983030,,,,,,,,,,,,,,,,,46263570,30298640,,,14252450,-10907730,,-166424060,,4865740,50628020,,50628020,,,,1513983030,10808000,,,4865740,,,,,,,,,,,,4681510,4681510,,,,184230,4865740,,,,,,,,,,,4296080185
2016-12-31,,,,,50996880,49334150,49334150,49334150,50996880,49334150,49334150,1462851660,139328930,139328930,,292634370,,,,,,,,,,,153305440,-93421340,-241637490,,,,,,49334150,,,,,,,,,3.18297,3.26043,3.07919,,,292634370,,1050334270,551846320,,,1602180590,,,1462851660,,,,,,,,,,,,,,,,,43602360,5714150,,,101981400,-10868210,,-137347950,,1662720,49334150,,49334150,,,,1462851660,10868200,,,1662720,,,,,,,,,,,,1482580,1482580,,,,180140,1662720,,,,,,,,,,,4296080185
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2018-12-31,,,,,51255570,50176990,50176990,50176990,51255570,50176990,50176990,1231867010,254322910,254322910,,335259230,,,,,,,,,,,80936320,-99982370,-284003670,,,,,,50176990,,,,,,,,,3.44879,2.10432,3.37622,,,335259230,,1018479750,467710170,,,1486189920,,,1231867010,,,,,,,,,,,,,,,,,43095310,5543710,,,25613300,-7859950,,-129619350,,1078580,50176990,,50176990,,,,,7860000,,,1078580,,,,,,,,,,,,900710,900710,,,,177870,1078580,,,,,,,,,,,4296080185
