Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
2012-12-31,,,,,,,0.4672897196261682,,,,0.02167341359549971,,0.027778713655200297,0.018519005309920615,0.016113768992166554,48.419249592169656,,2.14592,68371675053.918045,,53344716031.63192,1481847591.6606758,1101725377.426312,35945363.04816679,-1.171043293115685,0.0005257347142631828,0.03262642740619902,1.2010196649672251
2013-12-31,,,,,,,0.47368421052631576,,,,0.032915102868257405,,0.041824036202245236,0.03218913513957757,0.017204065419280608,45.74442675159236,,1.82599,65605679367.36161,,51631020848.31057,2159417685.1186194,1128684399.7124372,30553558.59094177,-0.7114893617021276,0.0004657151467002712,0.027070063694267517,3.187002652519894
2014-12-31,,,,,,,0.4017094017094017,,,,0.005688449727475666,,0.007788500325813759,0.049405658987637255,0.014765039830479665,49.46584804297775,,2.64579,79303558590.94177,,57920560747.66355,451114306.2544932,1170920201.294033,44033069.73400431,-0.37110091743119267,0.000555247084952804,0.03760552570990023,
2015-12-31,,,,,,,0.2542372881355932,,,,0.07409597652057735,,0.09674974618563482,0.04217316074205489,0.015320761329040453,50.13223731236597,0.14438884917798428,5.32213,82057872034.50755,,63025700934.57944,6080158159.597412,1257189072.6096334,85370237.23939611,-0.3715917943391327,0.0010403662089055348,0.06790564689063616,1.080140485312899
2016-12-31,,,,,,,0.3165137614678899,,,,0.0767470925922003,,0.10362679480578914,0.04157222445823713,0.015961615862054357,46.61579296615793,0.21632382216323823,6.36905,84843637670.74048,,63129043853.34292,6511502516.175413,1354241552.8396838,96153846.15384616,-0.3169426751592357,0.0011333065011544898,0.0710019907100199,15.095833333333333
2017-12-31,,,,,,,0.38405797101449274,,,,0.11062520803920893,,0.14263304327236134,0.0424342596099767,0.01868622522181284,41.70700245700246,0.20085995085995087,7.6161,78291696621.13588,,61016355140.18691,8661035226.455788,1462976276.060388,110531991.37311287,-0.287530430078442,0.0014117971144244343,0.07555282555282555,4.0292642140468224
2018-12-31,,,,,,,0.41452991452991456,,,,0.12228393955682972,,0.15093699777361663,0.039311951263214476,0.020617571522427283,39.4837775202781,0.18887601390498263,6.38162,75229151689.43207,,61241013659.23796,9199317038.102085,1551042415.5283968,89863407.62041697,-0.3339410513521726,0.0011945290569193095,0.05793742757821553,17.033277870216306
2019-12-31,,,,,,,0.39285714285714285,,,,0.08617015747622266,,0.11062921198371922,0.04896834883841796,0.018668468374824592,41.90478841870824,0.18151447661469933,5.8753,86453091301.22214,,67632099209.20201,7449676491.732567,1613946800.8626888,88066139.46800862,-0.2636382933559754,0.0010186580739046827,0.05456570155902005,
2020-12-31,,,,,,,0.44672131147540983,,,,0.09222319941617858,,0.12015310164925583,0.054068973260230906,0.01709361726015606,45.081007115489875,0.17843459222769567,5.51771,96047807332.85406,,74014198418.40402,8857836089.1445,1641804457.225018,72789360.17253774,-0.16957951202630211,0.0007578451002039632,0.04433497536945813,6.290363752393108
2021-12-31,,,,,,,,,,,0.11068642664472657,,0.13693935138060326,0.049573521907122546,0.019808579551963672,40.97634069400631,0.17139852786540483,3.79073,86285945363.04817,,70036843997.12437,9550682961.897915,1709202012.9403307,108734723.22070453,-0.5504201680672269,0.0012601672585634094,0.06361724500525763,13.784695201037614
